customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,tech_support,online_security,paperless_billing,senior_citizen,dependents,partner,num_services,churn
CUST02062,32,77.58,2349.25,Month-to-month,DSL,Credit card,Yes,Yes,Yes,0,No,No,1,0
CUST02063,11,36.36,389.6,Month-to-month,DSL,Mailed check,No,No,Yes,0,No,No,4,1
CUST02064,10,32.49,320.56,One year,Fiber optic,Electronic check,No,No,Yes,1,No,No,3,0
CUST02065,15,22.67,335.32,Month-to-month,No,Mailed check,No internet service,Yes,No,0,Yes,Yes,1,0
CUST02066,17,21.24,399.37,One year,No,Electronic check,Yes,No,Yes,1,No,Yes,5,0
CUST02067,40,107.98,4222.31,Month-to-month,DSL,Mailed check,No internet service,No,Yes,0,Yes,No,4,0
CUST02068,18,24.51,422.13,Two year,No,Bank transfer,No,No,Yes,0,No,Yes,6,1
CUST02069,55,93.12,5249.6,Two year,Fiber optic,Bank transfer,No,Yes,Yes,0,No,Yes,2,0
CUST02070,25,107.2,2724.34,Two year,Fiber optic,Bank transfer,No internet service,Yes,Yes,0,Yes,Yes,7,0
CUST02071,59,29.81,1803.41,Month-to-month,DSL,Mailed check,Yes,No,Yes,0,Yes,No,5,1
CUST02072,22,63.63,1349.03,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,Yes,0,No,No,4,1
CUST02073,30,116.23,3477.1,Month-to-month,Fiber optic,Credit card,No internet service,Yes,No,0,Yes,Yes,2,0
CUST02074,44,103.41,4435.05,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,0,No,Yes,6,1
CUST02075,32,68.97,2236.31,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1,No,Yes,3,0
CUST02076,51,96.26,4979.27,Two year,No,Bank transfer,Yes,No,No,0,No,No,1,0
CUST02077,46,103.34,4681.15,Two year,No,Bank transfer,No,No,Yes,0,No,No,3,0
CUST02078,21,54.8,1092.86,Month-to-month,No,Credit card,No,Yes,No,1,No,Yes,3,0
CUST02079,32,109.22,3493.44,One year,DSL,Mailed check,No internet service,No,Yes,1,No,Yes,7,1
CUST02080,39,67.05,2622.61,Month-to-month,Fiber optic,Mailed check,No,No,Yes,0,No,No,1,0
CUST02081,12,72.78,846.27,Month-to-month,Fiber optic,Mailed check,No,Yes,No,1,Yes,No,5,1
CUST02082,47,119.97,5597.82,Two year,Fiber optic,Bank transfer,No,Yes,Yes,0,Yes,No,4,1
CUST02083,18,104.33,1837.71,Two year,No,Credit card,No,No,No,0,Yes,Yes,3,0
CUST02084,21,56.18,1177.33,Month-to-month,DSL,Mailed check,Yes,No,Yes,1,No,Yes,7,0
CUST02085,13,21.03,302.7,Two year,No,Electronic check,Yes,No internet service,Yes,0,No,No,7,0
CUST02086,21,82.62,1732.55,Two year,Fiber optic,Mailed check,Yes,No,Yes,0,Yes,No,5,0
CUST02087,8,90.39,715.88,Month-to-month,DSL,Credit card,Yes,No internet service,No,0,No,No,7,1
CUST02088,46,85.08,3825.72,Month-to-month,Fiber optic,Electronic check,No,No,No,0,Yes,No,2,0
CUST02089,7,116.79,860.88,One year,DSL,Mailed check,No,No,No,0,No,Yes,7,0
CUST02090,23,106.3,2442.33,Two year,Fiber optic,Electronic check,Yes,Yes,No,0,No,No,3,0
CUST02091,22,64.88,1405.53,Month-to-month,DSL,Credit card,No internet service,No,Yes,0,Yes,Yes,5,0
CUST02092,22,26.29,591.14,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,1,No,No,5,1
CUST02093,29,67.61,1918.5,One year,Fiber optic,Bank transfer,No,No internet service,Yes,0,No,Yes,6,0
CUST02094,13,88.92,1135.17,One year,Fiber optic,Electronic check,No,No,Yes,0,No,Yes,4,1
CUST02095,2,80.77,166.92,Month-to-month,DSL,Bank transfer,Yes,No internet service,Yes,0,No,Yes,3,1
CUST02096,29,73.81,2106.56,Month-to-month,Fiber optic,Electronic check,Yes,No,No,0,No,Yes,1,0
CUST02097,52,66.88,3395.48,Two year,Fiber optic,Mailed check,No,No,Yes,0,No,Yes,4,0
CUST02098,27,49.38,1242.84,One year,No,Mailed check,No,Yes,No,0,No,No,1,1
CUST02099,50,47.73,2408.79,Two year,Fiber optic,Bank transfer,No internet service,No,Yes,0,No,No,1,0
CUST02100,23,70.02,1608.9,Two year,DSL,Credit card,No internet service,Yes,No,0,Yes,No,5,0
CUST02101,44,36.06,1583.32,Two year,Fiber optic,Electronic check,Yes,Yes,No,0,No,No,1,0
CUST02102,22,54.07,1131.45,Two year,Fiber optic,Electronic check,No internet service,Yes,Yes,0,No,Yes,1,0
CUST02103,43,52.4,2252.17,Two year,DSL,Credit card,No,No internet service,Yes,0,No,No,4,0
CUST02104,37,78.71,2892.25,One year,Fiber optic,Bank transfer,No,No internet service,Yes,0,No,Yes,3,0
CUST02105,61,26.67,1596.87,One year,Fiber optic,Electronic check,Yes,No internet service,Yes,1,Yes,No,4,0
CUST02106,56,102.97,5762.57,One year,DSL,Electronic check,Yes,No internet service,Yes,1,No,Yes,5,0
CUST02107,3,76.24,243.54,One year,DSL,Bank transfer,No,No,No,0,Yes,No,3,1
CUST02108,63,87.08,5573.54,Month-to-month,Fiber optic,Electronic check,No internet service,No internet service,Yes,1,No,Yes,4,0
CUST02109,19,90.31,1744.15,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,0,Yes,Yes,3,1
CUST02110,23,49.15,1173.33,Month-to-month,No,Bank transfer,No,No,Yes,0,Yes,No,2,0
CUST02111,29,67.04,1999.39,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,0,No,Yes,4,0
CUST02112,30,115.62,3430.4,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,0,No,Yes,6,0
CUST02113,39,96.67,3754.09,Two year,Fiber optic,Mailed check,No internet service,No internet service,No,1,No,No,6,0
CUST02114,25,116.96,2878.75,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,0,Yes,No,7,0
CUST02115,8,94.63,722.95,Month-to-month,Fiber optic,Mailed check,Yes,No internet service,No,0,No,No,7,0
CUST02116,58,37.56,2157.07,One year,DSL,Credit card,No internet service,No internet service,Yes,0,No,No,3,0
CUST02117,16,26.45,387.92,Month-to-month,Fiber optic,Bank transfer,No,No,No,1,No,Yes,1,1
CUST02118,1,77.77,88.98,Two year,Fiber optic,Electronic check,Yes,Yes,No,0,Yes,No,2,0
CUST02119,5,55.78,300.54,Month-to-month,Fiber optic,Bank transfer,No,No,No,0,No,No,1,1
CUST02120,3,47.55,77.34,Month-to-month,DSL,Mailed check,No,Yes,No,0,No,No,2,0
CUST02121,65,100.72,6531.2,Two year,DSL,Electronic check,No,Yes,Yes,0,No,Yes,6,0
CUST02122,4,56.7,211.74,One year,No,Mailed check,No,No,Yes,0,No,No,5,1
CUST02123,64,51.7,3235.18,Two year,No,Electronic check,No,No,Yes,0,No,Yes,3,0
CUST02124,10,105.0,1011.69,Month-to-month,DSL,Credit card,Yes,Yes,Yes,0,Yes,Yes,2,0
CUST02125,21,104.63,2240.9,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,Yes,0,No,Yes,3,1
CUST02126,46,55.64,2602.47,Month-to-month,DSL,Mailed check,Yes,No internet service,No,0,No,No,5,0
CUST02127,27,103.25,2706.29,Month-to-month,DSL,Bank transfer,No internet service,No,No,1,No,Yes,2,1
CUST02128,66,105.08,6958.89,Month-to-month,Fiber optic,Credit card,Yes,No internet service,Yes,0,No,No,3,0
CUST02129,41,62.39,2484.48,Month-to-month,DSL,Electronic check,No internet service,Yes,Yes,1,No,No,6,1
CUST02130,13,26.65,326.38,Two year,Fiber optic,Bank transfer,No internet service,No,No,0,No,No,4,0
CUST02131,9,20.16,176.57,One year,Fiber optic,Mailed check,No,No,Yes,0,No,Yes,3,1
CUST02132,36,72.33,2641.52,Month-to-month,No,Electronic check,No,No,No,0,No,No,3,0
CUST02133,58,54.41,3147.05,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,0,No,No,3,1
CUST02134,54,119.71,6413.65,Two year,DSL,Bank transfer,No,No internet service,No,0,Yes,Yes,1,0
CUST02135,12,97.24,1107.68,Month-to-month,DSL,Bank transfer,No,No internet service,No,0,No,No,2,1
CUST02136,14,96.13,1354.22,Month-to-month,No,Mailed check,No,Yes,Yes,0,Yes,Yes,3,1
CUST02137,34,115.52,3895.99,Month-to-month,No,Electronic check,No,Yes,No,0,No,Yes,5,1
CUST02138,53,108.77,5744.38,One year,Fiber optic,Electronic check,Yes,No,Yes,0,Yes,No,3,0
CUST02139,20,51.82,1084.92,Month-to-month,DSL,Credit card,Yes,No internet service,Yes,0,No,No,3,0
CUST02140,16,36.6,607.34,Two year,No,Bank transfer,No,No,No,0,No,No,4,0
CUST02141,70,94.59,6700.64,Month-to-month,DSL,Bank transfer,No,No,No,1,No,Yes,4,0
CUST02142,56,57.83,3187.57,Month-to-month,DSL,Mailed check,No internet service,No,No,0,Yes,No,4,0
CUST02143,58,67.32,3869.1,Month-to-month,No,Mailed check,No,No,Yes,0,Yes,No,1,1
CUST02144,4,83.04,341.34,Month-to-month,No,Electronic check,No,No,Yes,0,No,No,5,1
CUST02145,4,110.79,534.1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0,No,Yes,2,0
CUST02146,20,61.91,1198.46,Two year,DSL,Electronic check,Yes,Yes,Yes,0,No,Yes,5,1
CUST02147,10,98.33,985.22,Month-to-month,Fiber optic,Credit card,No internet service,No,No,0,Yes,No,7,1
CUST02148,24,46.83,1189.98,Two year,Fiber optic,Credit card,No,No,Yes,0,No,No,4,0
CUST02149,26,89.8,2337.3,Month-to-month,Fiber optic,Bank transfer,No internet service,No internet service,Yes,0,No,Yes,5,1
CUST02150,37,20.16,796.92,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No,0,Yes,Yes,1,0
CUST02151,54,107.15,5883.97,Month-to-month,No,Electronic check,No,No,Yes,0,No,Yes,7,0
CUST02152,21,23.04,498.6,Month-to-month,DSL,Mailed check,No,No internet service,Yes,1,No,No,3,0
CUST02153,38,91.28,3491.56,One year,DSL,Mailed check,No,No,No,0,No,Yes,4,0
CUST02154,46,24.63,1170.13,Two year,DSL,Mailed check,No,No,No,0,No,No,2,0
CUST02155,4,46.62,141.26,One year,Fiber optic,Credit card,Yes,Yes,Yes,1,No,No,7,0
CUST02156,60,69.72,4109.12,Month-to-month,Fiber optic,Bank transfer,No,No,No,0,No,No,1,0
CUST02157,57,61.99,3541.35,Month-to-month,Fiber optic,Electronic check,No,No internet service,No,0,No,No,5,1
CUST02158,45,39.18,1731.84,Two year,DSL,Mailed check,Yes,No,Yes,1,No,Yes,7,0
CUST02159,20,53.38,1120.24,Two year,No,Electronic check,Yes,No,No,0,Yes,Yes,2,0
CUST02160,17,92.77,1592.8,Month-to-month,DSL,Electronic check,No internet service,Yes,No,0,No,Yes,2,1
CUST02161,71,86.93,6223.82,Month-to-month,DSL,Credit card,No,No,Yes,0,No,No,4,1
CUST02162,4,27.18,48.64,One year,Fiber optic,Bank transfer,No internet service,No,Yes,1,Yes,Yes,3,0
CUST02163,14,94.73,1376.3,One year,DSL,Electronic check,No,Yes,Yes,0,Yes,No,1,0
CUST02164,3,25.3,0.0,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,0,Yes,Yes,7,1
CUST02165,58,74.29,4252.84,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,0,No,Yes,5,0
CUST02166,55,46.01,2562.16,Two year,DSL,Bank transfer,No internet service,No internet service,Yes,0,No,Yes,5,0
CUST02167,4,78.77,289.95,Month-to-month,DSL,Mailed check,No,No,Yes,0,Yes,No,1,0
CUST02168,24,46.13,1086.8,Month-to-month,Fiber optic,Electronic check,No,Yes,No,0,No,Yes,7,0
CUST02169,34,118.5,4034.36,Month-to-month,Fiber optic,Mailed check,No,No,No,0,No,No,1,0
CUST02170,30,50.97,1600.2,Month-to-month,Fiber optic,Electronic check,No,No,No,0,No,No,7,1
CUST02171,19,44.2,743.71,Two year,Fiber optic,Mailed check,No internet service,No,Yes,0,Yes,Yes,7,0
CUST02172,31,47.85,1545.79,One year,DSL,Electronic check,No,No,Yes,0,No,Yes,2,0
CUST02173,60,109.65,6644.37,Two year,Fiber optic,Electronic check,No internet service,No,No,0,No,Yes,6,0
CUST02174,60,83.62,4991.98,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,0,No,No,6,0
CUST02175,19,93.07,1733.59,Two year,No,Electronic check,No,No internet service,Yes,0,Yes,No,7,0
CUST02176,49,111.8,5472.3,Month-to-month,No,Electronic check,Yes,No internet service,No,0,No,Yes,3,1
CUST02177,63,111.19,6969.16,Month-to-month,DSL,Credit card,No,Yes,Yes,0,No,No,3,1
CUST02178,22,93.89,2082.82,Two year,DSL,Electronic check,No internet service,No,Yes,0,No,No,4,0
CUST02179,24,39.78,978.47,Month-to-month,Fiber optic,Mailed check,No,No internet service,No,0,No,No,6,1
CUST02180,30,104.34,3052.5,Month-to-month,Fiber optic,Mailed check,No,No internet service,No,1,No,Yes,5,1
CUST02181,58,40.38,2296.02,Month-to-month,DSL,Electronic check,No internet service,No,Yes,0,No,No,5,1
CUST02182,31,94.29,2863.73,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,0,Yes,No,6,0
CUST02183,64,88.56,5678.57,Month-to-month,Fiber optic,Credit card,No,No internet service,Yes,0,Yes,Yes,6,1
CUST02184,19,95.89,1865.53,One year,Fiber optic,Electronic check,No,Yes,No,0,Yes,No,1,0
CUST02185,48,73.27,3463.29,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,0,No,Yes,6,0
CUST02186,45,83.87,3817.41,Month-to-month,DSL,Credit card,Yes,Yes,Yes,0,No,No,4,1
CUST02187,55,115.33,6296.91,One year,DSL,Credit card,No,No,Yes,0,No,No,3,0
CUST02188,55,30.11,1691.98,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1,No,Yes,7,1
CUST02189,18,50.88,901.65,One year,DSL,Mailed check,No,Yes,Yes,0,No,No,6,0
CUST02190,63,81.14,5089.73,Two year,No,Bank transfer,No internet service,No,Yes,0,No,No,3,0
CUST02191,47,116.41,5528.39,Month-to-month,DSL,Electronic check,Yes,Yes,No,0,No,No,3,1
CUST02192,57,29.56,1774.3,One year,DSL,Mailed check,Yes,No,Yes,0,No,Yes,7,0
CUST02193,45,22.25,904.16,Month-to-month,DSL,Credit card,Yes,Yes,No,0,No,Yes,4,0
CUST02194,33,25.57,873.78,One year,Fiber optic,Credit card,No,Yes,Yes,0,Yes,No,4,0
CUST02195,17,25.24,437.95,Month-to-month,Fiber optic,Electronic check,No internet service,No internet service,Yes,0,No,Yes,1,0
CUST02196,70,110.78,7787.49,Month-to-month,Fiber optic,Electronic check,No internet service,No,No,0,No,No,2,0
CUST02197,4,92.13,296.59,Month-to-month,No,Electronic check,Yes,No internet service,Yes,1,No,Yes,4,0
CUST02198,20,87.71,1699.98,One year,Fiber optic,Electronic check,Yes,No,Yes,0,No,Yes,3,0
CUST02199,47,72.26,3362.65,Month-to-month,DSL,Mailed check,No,No internet service,No,1,No,No,4,0
CUST02200,15,98.2,1483.65,Month-to-month,Fiber optic,Bank transfer,No,No internet service,Yes,0,No,No,2,0
CUST02201,70,35.56,2452.57,Two year,No,Bank transfer,No internet service,No internet service,No,0,No,Yes,4,0
CUST02202,47,59.19,2765.78,Month-to-month,DSL,Credit card,No,No,Yes,1,Yes,No,3,1
CUST02203,9,69.0,662.53,One year,DSL,Mailed check,No internet service,No,No,0,No,Yes,1,0
CUST02204,16,31.04,599.08,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,Yes,0,Yes,Yes,4,1
CUST02205,69,61.95,4312.51,Two year,Fiber optic,Bank transfer,No,No internet service,No,0,No,Yes,3,0
CUST02206,61,51.65,3193.62,Month-to-month,Fiber optic,Credit card,Yes,No,No,0,Yes,No,4,0
CUST02207,10,23.56,226.51,Month-to-month,No,Credit card,Yes,No internet service,Yes,1,No,No,1,1
CUST02208,50,33.67,1638.97,One year,DSL,Mailed check,No,Yes,Yes,0,No,No,7,0
CUST02209,3,96.4,272.9,Two year,Fiber optic,Credit card,No,No,No,0,No,Yes,5,0
CUST02210,70,21.8,1523.1,Two year,DSL,Mailed check,Yes,Yes,No,0,Yes,No,3,0
CUST02211,51,113.43,5726.92,Month-to-month,DSL,Credit card,Yes,No,No,0,No,No,3,1
CUST02212,19,28.64,584.92,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,0,No,No,4,0
CUST02213,42,99.92,4272.61,One year,DSL,Electronic check,Yes,No,No,0,No,No,5,0
CUST02214,35,109.86,3851.22,Two year,Fiber optic,Credit card,No internet service,No,No,0,No,Yes,7,0
CUST02215,46,114.11,5303.26,Two year,DSL,Electronic check,No,No internet service,Yes,0,No,Yes,3,0
CUST02216,26,106.75,2835.92,Month-to-month,DSL,Credit card,No,No,No,0,No,Yes,3,1
CUST02217,69,48.76,3312.71,One year,DSL,Bank transfer,Yes,No,Yes,0,No,No,5,0
CUST02218,64,53.31,3324.95,One year,No,Bank transfer,No internet service,Yes,No,0,Yes,Yes,4,0
CUST02219,37,62.65,2293.1,One year,Fiber optic,Electronic check,No,No internet service,Yes,0,No,No,6,0
CUST02220,49,33.93,1667.36,Month-to-month,DSL,Electronic check,No,No,No,0,No,Yes,3,1
CUST02221,21,22.23,407.02,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,0,No,No,3,1
CUST02222,64,106.91,6913.35,Month-to-month,Fiber optic,Electronic check,No internet service,No,No,1,No,No,1,1
CUST02223,5,75.41,474.49,Two year,DSL,Credit card,No internet service,No,Yes,1,Yes,No,2,0
CUST02224,70,80.87,5669.86,Month-to-month,No,Bank transfer,No internet service,No,No,0,No,No,3,1
CUST02225,4,112.7,401.71,Month-to-month,No,Bank transfer,No,No internet service,No,0,No,No,3,1
CUST02226,39,86.51,3398.2,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,0,No,Yes,6,0
CUST02227,35,89.09,3068.9,One year,Fiber optic,Electronic check,Yes,Yes,No,0,No,No,3,0
CUST02228,1,98.7,155.85,Two year,No,Mailed check,Yes,No,Yes,1,No,No,6,0
CUST02229,24,31.63,747.55,One year,Fiber optic,Bank transfer,Yes,No internet service,Yes,0,No,No,1,0
CUST02230,57,56.02,3229.5,Month-to-month,No,Credit card,Yes,No,Yes,0,No,No,5,1
CUST02231,70,116.82,8222.49,Two year,DSL,Bank transfer,Yes,Yes,Yes,0,No,No,2,0
CUST02232,41,112.29,4630.79,Month-to-month,Fiber optic,Electronic check,No internet service,No,Yes,0,No,Yes,1,1
CUST02233,54,108.41,5943.4,Two year,No,Credit card,No,No,Yes,0,Yes,Yes,2,0
CUST02234,46,65.21,3008.57,Month-to-month,DSL,Bank transfer,No,No,Yes,0,No,Yes,4,0
CUST02235,60,105.72,6318.04,One year,DSL,Mailed check,Yes,No internet service,No,0,No,Yes,3,0
CUST02236,60,24.84,1385.29,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0,Yes,Yes,5,1
CUST02237,57,34.85,1872.25,Two year,No,Bank transfer,No,No,Yes,0,Yes,Yes,2,0
CUST02238,31,61.4,1936.0,Month-to-month,DSL,Bank transfer,No internet service,No internet service,Yes,1,Yes,No,6,0
CUST02239,24,68.34,1630.97,Month-to-month,No,Bank transfer,No,No,Yes,0,No,Yes,6,0
CUST02240,36,46.35,1627.83,Two year,Fiber optic,Electronic check,Yes,Yes,No,0,No,Yes,3,0
CUST02241,30,55.65,1613.8,Month-to-month,No,Mailed check,Yes,Yes,Yes,0,No,No,7,1
CUST02242,24,36.28,907.77,One year,Fiber optic,Electronic check,No,No,No,0,No,No,7,0
CUST02243,30,68.91,2018.12,One year,Fiber optic,Bank transfer,No,Yes,Yes,0,No,Yes,5,1
CUST02244,7,99.38,777.19,One year,No,Electronic check,Yes,No internet service,No,0,No,No,3,0
CUST02245,35,86.14,3132.45,Month-to-month,DSL,Electronic check,No,No internet service,No,0,Yes,No,6,0
CUST02246,55,30.78,1647.9,Two year,No,Credit card,No,Yes,No,0,No,Yes,3,0
CUST02247,14,68.76,996.13,Two year,DSL,Mailed check,Yes,No internet service,No,0,Yes,Yes,5,0
CUST02248,10,89.76,919.6,Month-to-month,DSL,Bank transfer,No,No,No,1,No,Yes,3,1
CUST02249,16,72.99,1118.46,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,0,Yes,No,6,0
CUST02250,54,59.17,3146.08,Month-to-month,DSL,Mailed check,No internet service,Yes,No,0,No,No,4,0
CUST02251,70,82.19,5747.17,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,0,No,No,1,1
CUST02252,44,116.86,5084.92,Month-to-month,No,Credit card,No,No,Yes,0,Yes,No,2,0
CUST02253,45,29.49,1381.61,Two year,DSL,Electronic check,Yes,No,Yes,0,No,No,7,0
CUST02254,56,59.0,3291.69,One year,DSL,Mailed check,No,No,Yes,0,No,No,5,0
CUST02255,57,60.66,3401.59,One year,Fiber optic,Electronic check,No internet service,No,No,0,Yes,Yes,1,1
CUST02256,21,77.7,1627.25,Month-to-month,No,Mailed check,No,Yes,Yes,0,Yes,No,2,0
CUST02257,68,35.22,2418.28,Month-to-month,No,Credit card,No,No internet service,Yes,0,No,No,5,0
CUST02258,50,37.66,1846.78,One year,DSL,Bank transfer,No,No internet service,Yes,1,No,No,5,0
CUST02259,33,48.54,1502.17,One year,No,Mailed check,No,No,No,0,Yes,No,4,0
CUST02260,7,115.59,815.45,One year,DSL,Electronic check,No,Yes,Yes,1,No,Yes,5,0
CUST02261,70,93.41,6477.85,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,0,No,No,4,0
CUST02262,15,86.17,1252.86,One year,DSL,Bank transfer,Yes,No,Yes,1,No,Yes,2,0
CUST02263,32,101.7,3277.86,Month-to-month,Fiber optic,Electronic check,No,No,No,0,Yes,Yes,3,1
CUST02264,20,32.76,625.81,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1,No,Yes,6,1
CUST02265,15,105.93,1581.89,One year,Fiber optic,Bank transfer,No,No internet service,Yes,0,No,No,4,0
CUST02266,48,79.48,3887.69,Month-to-month,No,Electronic check,No,No,No,0,No,Yes,3,1
CUST02267,71,53.53,3783.03,Two year,Fiber optic,Bank transfer,No,No internet service,Yes,0,No,Yes,3,0
CUST02268,21,101.59,2234.46,Month-to-month,DSL,Electronic check,No,Yes,No,0,Yes,Yes,5,0
CUST02269,42,100.26,4247.92,One year,Fiber optic,Electronic check,No,No,Yes,0,No,Yes,1,1
CUST02270,26,104.57,2672.25,Two year,DSL,Mailed check,No,No internet service,No,0,Yes,No,3,0
CUST02271,14,31.55,417.88,Month-to-month,Fiber optic,Electronic check,Yes,No,No,0,No,No,7,1
CUST02272,57,116.94,6602.45,Two year,Fiber optic,Credit card,No internet service,No internet service,Yes,1,No,No,1,0
CUST02273,37,115.96,4322.39,One year,DSL,Bank transfer,No,No,Yes,0,Yes,No,4,0
CUST02274,58,55.75,3299.73,Two year,DSL,Credit card,No,No internet service,No,0,No,Yes,7,1
CUST02275,21,26.59,540.47,Month-to-month,No,Mailed check,No,No,Yes,0,No,No,3,1
CUST02276,69,36.71,2439.92,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,0,No,No,7,0
CUST02277,3,119.28,375.86,Month-to-month,No,Mailed check,No internet service,Yes,No,0,No,Yes,3,1
CUST02278,37,76.3,2780.0,One year,Fiber optic,Credit card,No internet service,No,Yes,0,No,No,3,0
CUST02279,49,55.66,2691.81,Month-to-month,No,Mailed check,No internet service,Yes,No,0,No,Yes,1,0
CUST02280,19,48.82,943.16,Month-to-month,Fiber optic,Mailed check,No internet service,No,Yes,0,No,No,4,0
CUST02281,12,45.7,610.0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,0,No,No,1,0
CUST02282,61,86.42,5308.6,Month-to-month,DSL,Electronic check,Yes,No,Yes,0,No,No,2,0
CUST02283,41,61.94,2561.02,One year,DSL,Electronic check,No internet service,No,No,1,No,Yes,7,1
CUST02284,33,116.54,3837.96,Month-to-month,No,Electronic check,Yes,No internet service,No,0,Yes,No,2,0
CUST02285,50,88.38,4352.98,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,0,Yes,Yes,6,1
CUST02286,68,99.2,6763.0,Month-to-month,No,Electronic check,No internet service,No,Yes,0,Yes,Yes,5,0
CUST02287,71,49.27,3534.06,One year,DSL,Bank transfer,No,No,Yes,0,Yes,Yes,3,0
CUST02288,33,27.92,891.61,Two year,Fiber optic,Bank transfer,No,No,Yes,0,No,No,2,0
CUST02289,24,68.78,1632.4,One year,DSL,Bank transfer,No,Yes,Yes,0,No,Yes,2,0
CUST02290,61,51.46,3194.56,Month-to-month,DSL,Electronic check,No internet service,No,Yes,0,Yes,Yes,6,1
CUST02291,61,40.21,2433.19,Month-to-month,No,Bank transfer,No,Yes,No,0,No,No,1,0
CUST02292,28,115.26,3213.75,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,0,No,Yes,4,0
CUST02293,58,64.4,3730.78,One year,No,Credit card,No internet service,Yes,Yes,0,Yes,No,3,0
CUST02294,43,37.47,1644.49,Month-to-month,Fiber optic,Mailed check,No,No,No,0,No,No,3,0
CUST02295,41,39.87,1649.34,Two year,No,Electronic check,Yes,No internet service,No,0,Yes,No,5,0
CUST02296,39,48.07,1885.69,Two year,Fiber optic,Electronic check,No,Yes,No,0,No,No,4,1
CUST02297,49,119.93,5952.46,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,0,No,Yes,3,1
CUST02298,17,46.8,775.12,Month-to-month,DSL,Mailed check,Yes,No,Yes,0,No,No,1,0
CUST02299,70,52.88,3654.07,Month-to-month,No,Electronic check,Yes,No,Yes,0,No,Yes,3,0
CUST02300,70,85.93,6066.2,Month-to-month,No,Mailed check,No,No,No,0,Yes,No,2,0
CUST02301,65,49.4,3222.55,One year,Fiber optic,Electronic check,No,No,No,0,Yes,No,3,0
CUST02302,5,41.58,178.44,One year,Fiber optic,Mailed check,Yes,No,Yes,0,No,No,2,0
CUST02303,2,35.86,53.73,Month-to-month,Fiber optic,Electronic check,No,No internet service,Yes,0,No,Yes,4,1
CUST02304,22,51.27,1064.24,Two year,Fiber optic,Credit card,Yes,No,Yes,0,Yes,No,7,0
CUST02305,57,30.59,1755.21,One year,No,Electronic check,No,No,Yes,1,No,No,2,0
CUST02306,66,21.86,1369.69,Two year,DSL,Bank transfer,Yes,No,Yes,0,No,Yes,4,0
CUST02307,16,100.46,1641.46,One year,Fiber optic,Mailed check,No,No,Yes,0,No,No,7,0
CUST02308,51,33.79,1697.17,One year,Fiber optic,Electronic check,No,No,Yes,0,No,No,6,0
CUST02309,39,97.6,3736.7,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1,No,Yes,7,0
CUST02310,40,99.75,4044.86,One year,No,Bank transfer,No,No,Yes,1,Yes,Yes,5,0
CUST02311,38,73.79,2916.84,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0,No,Yes,7,0
CUST02312,60,50.97,3080.07,One year,DSL,Bank transfer,Yes,No internet service,Yes,0,Yes,Yes,2,0
CUST02313,59,34.5,2021.23,Month-to-month,No,Credit card,Yes,No internet service,Yes,0,No,No,4,0
CUST02314,10,93.68,888.8,Month-to-month,Fiber optic,Credit card,No,No internet service,Yes,0,No,No,1,1
CUST02315,64,80.14,5142.05,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,No,0,Yes,Yes,4,0
CUST02316,63,85.55,5421.49,Month-to-month,DSL,Bank transfer,No internet service,No,No,0,No,No,5,1
CUST02317,49,20.87,1022.97,Month-to-month,DSL,Electronic check,Yes,No,No,0,No,No,2,0
